5.516323089599609375e+00 -4.735507488250732422e+00 -2.646655321121215820e+00
1.541607379913330078e+01 -1.477518844604492188e+01 -4.283588409423828125e+00
2.833290338516235352e+00 -2.637386798858642578e+00 2.678168714046478271e-01
1.345769524574279785e+00 -4.966749548912048340e-01 -7.512720823287963867e-01
2.541419982910156250e+01 -1.491466617584228516e+01 -2.055320549011230469e+01
4.392611503601074219e+00 -3.508223295211791992e+00 -2.446918249130249023e+00
1.875592708587646484e+00 -4.016120135784149170e-01 -1.535107851028442383e+00
5.822480678558349609e+00 -5.735733509063720703e+00 -5.141712352633476257e-02
2.817878961563110352e+00 -1.915746450424194336e+00 -1.808412671089172363e+00
3.770297050476074219e+00 -2.064608573913574219e+00 -2.992078065872192383e+00
4.974370956420898438e+00 -4.689662456512451172e+00 -1.323414921760559082e+00
3.691420555114746094e+00 -2.834417819976806641e+00 -2.143049955368041992e+00
2.592306375503540039e+00 -1.574040532112121582e+00 1.800680160522460938e+00
1.059902191162109375e+00 -2.505843639373779297e-01 -2.461709529161453247e-01
1.987713575363159180e+00 -5.765032768249511719e-01 1.618224143981933594e+00
2.000415563583374023e+00 -1.181996107101440430e+00 -1.266707420349121094e+00
1.832898974418640137e+00 -1.504909276962280273e+00 -3.078427910804748535e-01
3.642503499984741211e+00 3.575733006000518799e-01 3.484246253967285156e+00
5.554560661315917969e+00 -5.266971588134765625e+00 -1.453325390815734863e+00
2.109496355056762695e+00 -8.668898046016693115e-02 -1.855386734008789062e+00
1.313881158828735352e+00 -4.045302867889404297e-01 -7.500926852226257324e-01
1.899943351745605469e+00 -1.432279348373413086e+00 -7.472351193428039551e-01
6.136475563049316406e+00 -6.011409282684326172e+00 -7.206147909164428711e-01
2.675800561904907227e+00 -2.100872993469238281e+00 -1.321454167366027832e+00
2.831782579421997070e+00 -1.958064675331115723e+00 -1.784649729728698730e+00
1.020194339752197266e+01 -6.109238624572753906e+00 -8.109059333801269531e+00
8.995066642761230469e+00 -7.576876163482666016e+00 4.743646621704101562e+00
2.411672353744506836e+00 -1.983594775199890137e+00 -9.388906955718994141e-01
2.346346855163574219e+00 -2.122545480728149414e+00 -1.196748018264770508e-02
2.142638921737670898e+00 -1.266123175621032715e+00 -1.409905552864074707e+00
